음식이름,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,원산지국코드,품목제조보고번호,데이터생성방법코드,제공기관코드,표본개수
갈비교자만두,183.0,,8.7,8.7,,17.39,4.35,,,,,,257.0,,,,,,,,,13.04,4.35,0.0,,3.0,,,2.0,1471000.0,1
갈비김밥,161.0,,5.91,4.16,,25.07,3.78,,,,,,466.0,,,,,,,,,9.33,0.86,0.02,,3.0,,,2.0,1471000.0,2
갈비도가니탕,48.0,,3.46,3.44,,0.76,0.0,,,,,,252.0,,,,,,,,,7.04,0.82,0.08,,3.0,,,2.0,1471000.0,1
갈비롱버거,303.0,,10.11,15.96,,29.790000000000003,23.94,,,,,,447.0,,,,,,,,,26.600000000000005,4.79,0.27,,3.0,,,2.0,1471000.0,3
갈비만두,206.28571428571428,,8.528571428571428,9.542857142857143,,21.592857142857145,3.9971428571428573,,,,,,390.57142857142856,,,,,,,,,19.71,3.045714285714286,0.015714285714285715,,3.0,,,2.0,1471000.0,7
갈비맛롱버거,231.0,,10.86,9.71,,25.14,6.86,,,,,,514.0,,,,,,,,,20.0,2.86,0.17,,3.0,,,2.0,1471000.0,2
갈비무생채볶음밥,181.0,,3.8699999999999997,3.8699999999999997,,32.26,5.81,,,,,,503.0,,,,,,,,,3.23,0.38999999999999996,0.32,,3.0,,,2.0,1471000.0,3
갈비볶음밥,174.0,,12.14,2.86,,25.0,6.43,,,,,,156.0,,,,,,,,,29.29,0.71,0.0,,3.0,,,2.0,1471000.0,2
갈비산적구이김밥,197.0,,5.5,5.96,,30.28,3.67,,,,,,573.0,,,,,,,,,11.47,2.06,0.14,,3.0,,,2.0,1471000.0,1
갈비양념목살덮밥,206.0,,2.94,7.06,,30.0,5.88,,,,,,171.0,,,,,,,,,20.59,2.94,0.0,,3.0,,,2.0,1471000.0,1
갈비양념버거,210.0,,8.0,7.43,,27.43,5.71,,,,,,488.0,,,,,,,,,16.0,1.37,0.0,,3.0,,,2.0,1471000.0,2
갈비치킨삼각김밥,183.0,,5.5,3.67,,31.19,2.75,,,,,,367.0,,,,,,,,,18.35,0.92,0.28,,3.0,,,2.0,1471000.0,1
갈비탕,62.44444444444444,88.2,4.000555555555556,4.108333333333333,0.79,2.4694444444444446,0.18722222222222223,1.9,14.0,1.06,49.0,106.0,207.33333333333334,2.0,0.0,19.0,0.0,0.09,0.0,0.0,0.0,18.441111111111113,1.76,0.058333333333333334,,3.0,,,1.9444444444444444,1471000.0,18
갈비탕육수,126.0,,7.0,7.9,,6.8,0.1,,,,,,207.0,,,,,,,,,9.0,3.7,0.5,,3.0,,,2.0,1471000.0,1
갈아만든아몬드우유,85.0,,3.2,3.5,,10.0,10.0,,,,,,45.0,,,,,,,,,10.0,1.3,0.0,,3.0,,,2.0,1471000.0,1
갈치구이,205.5,,20.145,13.725,,0.07,0.02,,,,,,1023.5,,,,,,,,,28.0,1.8,1.205,,3.0,,,2.0,1471000.0,2
갈치볶음,276.0,,39.47,7.07,,21.73,11.6,,,,,,2601.0,,,,,,,,,368.75,1.27,0.07,,3.0,,,2.0,1471000.0,1
갈치조림,65.0,,6.31,2.4,,4.44,1.78,,23.0,0.52,78.0,213.0,232.0,19.0,6.0,161.0,0.07,0.12,0.91,3.27,2.94,21.47,0.67,0.0,,3.0,,,2.0,1471000.0,2
갈치찌개,38.0,91.0,5.27,1.0,0.75,1.95,0.98,0.8,10.0,0.23,61.0,177.0,91.0,11.0,2.0,104.0,0.0,0.06,0.048,2.52,0.0,15.04,0.3,0.0,,3.0,,,1.0,1471000.0,1
감동매콤함박스테이크,130.0,,8.0,8.0,,8.0,4.0,,,,,,260.0,,,,,,,,,20.0,2.7,0.0,,3.0,,,2.0,1471000.0,1
감바스만두,188.0,,8.0,5.5,,26.7,0.6,,,,,,332.0,,,,,,,,,15.0,1.9,0.2,,3.0,,,2.0,1471000.0,1
감바스파스타,231.0,,6.23,13.4,,21.18,0.93,,,,,,274.0,,,,,,,,,24.92,1.87,0.0,,3.0,,,2.0,1471000.0,1
감자,116.52173913043478,79.76666666666667,3.5921739130434784,3.8819047619047615,0.9926666666666667,17.891739130434782,2.028,1.8,7.2,0.6146666666666667,51.06666666666667,401.6666666666667,108.69565217391305,0.3333333333333333,0.0,3.3076923076923075,0.07139999999999999,0.03093333333333333,0.38653333333333334,9.944285714285714,0.0,16.05,0.9785,0.016,7.666666666666667,1.6956521739130435,,,1.3478260869565217,1418697.608695652,23
감자게맛살샐러드,121.0,,7.62,4.76,,8.57,2.38,,,,,,381.0,,,,,,,,,7.14,1.05,0.0,,3.0,,,2.0,1471000.0,1
감자계란국,40.666666666666664,,1.8266666666666669,1.25,,6.653333333333333,1.1933333333333334,,,,,,162.33333333333334,,,,,,,,,22.676666666666666,0.13666666666666666,0.0,,3.0,,,2.0,1471000.0,3
감자고추장조림,23.0,,0.48,0.7,,3.62,1.54,,,,,,97.0,,,,,,,,,0.0,0.08,0.0,,3.0,,,2.0,1471000.0,1
감자국,22.333333333333332,94.4,1.0166666666666666,0.09999999999999999,0.8,4.253333333333333,1.0066666666666666,0.7,5.0,0.12,22.0,122.0,332.0,0.0,0.0,0.0,0.708,0.023,0.485,0.63,0.0,0.05666666666666667,0.01,0.0,,3.0,,,1.6666666666666667,1471000.0,3
감자달걀샐러드,171.0,,4.0,10.0,,15.5,7.0,,,,,,172.0,,,,,,,,,69.5,2.0,0.0,,3.0,,,2.0,1471000.0,1
감자당근죽,102.75,,2.3725,0.3675,,22.7325,2.7525,,,,,,8.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,4
감자들깨국,56.0,,3.0,3.0,,5.0,1.0,,,,,,95.0,,,,,,,,,0.0,1.0,0.0,,3.0,,,2.0,1471000.0,1
감자듬뿍카레유부초밥,186.0,,5.02,5.13,,29.86,3.77,,,,,,297.0,,,,,,,,,1.95,1.36,0.03,,3.0,,,2.0,1471000.0,1
감자떡만두,203.33333333333334,,7.666666666666667,9.333333333333334,,22.0,2.0,,,,,,411.6666666666667,,,,,,,,,12.333333333333334,3.733333333333333,0.0,,3.0,,,2.0,1471000.0,3
감자마요스쿱샐러드,182.0,,2.2,12.7,,14.8,3.0,,,,,,275.0,,,,,,,,,8.0,1.9,0.09,,3.0,,,2.0,1471000.0,1
감자만두,185.0,,7.65,3.3,,31.7,1.25,,,,,,129.0,,,,,,,,,6.0,0.1,0.0,,3.0,,,2.0,1471000.0,2
감자무스샐러드,195.0,,1.4,12.7,,18.8,6.2,,,,,,218.0,,,,,,,,,5.1,1.8,0.1,,3.0,,,2.0,1471000.0,1
감자무스야채샐러드,110.0,,2.0,8.0,,8.0,4.0,,,,,,130.0,,,,,,,,,15.0,1.4,0.0,,3.0,,,2.0,1471000.0,1
감자배추죽,114.0,,3.01,0.4633333333333334,,25.136666666666667,0.0,,,,,,3.6666666666666665,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,3
감자버섯만두,178.0,,5.6,1.4,,35.8,2.1,,,,,,173.0,,,,,,,,,4.3,0.1,0.0,,3.0,,,2.0,1471000.0,1
감자버터어묵,154.0,,7.7,5.4,,18.7,6.4,,,,,,419.0,,,,,,,,,12.5,2.3,0.2,,3.0,,,2.0,1471000.0,1
감자볶음,89.66666666666667,,1.76,4.383333333333334,,10.96,2.3766666666666665,,,,,,253.66666666666666,,,,,,,,,0.0,0.57,0.01,,3.0,,,2.0,1471000.0,3
감자사라다샌드위치,200.0,,5.81,9.05,,23.8,7.04,,,,,,418.0,,,,,,,,,47.49,2.63,0.0,,3.0,,,2.0,1471000.0,1
감자샐러드,145.42857142857142,,3.891428571428572,8.138571428571428,,15.251428571428571,5.331428571428572,,,,,,393.7142857142857,,,,,,,,,9.292857142857143,1.532857142857143,0.3442857142857143,,3.0,,,2.0,1471000.0,7
감자샐러드무스,185.0,,2.0,13.0,,15.0,5.0,,,,,,330.0,,,,,,,,,5.0,2.0,0.0,,3.0,,,2.0,1471000.0,1
감자샐러드와,210.0,,7.37,10.6,,20.74,2.3,,,,,,462.0,,,,,,,,,28.57,1.84,0.0,,3.0,,,2.0,1471000.0,1
감자스프,100.5,,2.19,6.119999999999999,,8.735,1.0,,,,,,211.5,,,,,,,,,3.9450000000000003,2.805,0.28,,3.0,,,2.0,1471000.0,2
감자시금치된장국,24.0,,2.3,0.0,,3.8,0.3,,,,,,43.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
감자애호박된장국,23.0,,1.33,0.0,,4.67,0.67,,,,,,73.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
감자애호박죽밀키트,66.0,,1.4100000000000001,0.29,,14.36,0.9,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
감자옹심이국,48.0,,2.0,2.3,,4.5,1.0,,,,,,220.0,,,,,,,,,0.0,0.3,0.1,,3.0,,,2.0,1471000.0,1
감자옹심이들깨탕,32.0,,1.37,1.23,,5.48,1.1,,,,,,114.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
감자옹심이칼국수,49.0,,0.81,0.29,,10.83,0.44,,,,,,235.0,,,,,,,,,0.0,0.08,0.0,,3.0,,,2.0,1471000.0,1
감자전,338.0,,5.83,0.67,,76.67,3.33,,,,,,900.0,,,,,,,,,0.0,0.33,0.0,,3.0,,,2.0,1471000.0,2
감자전믹스,351.0,,7.35,0.88,,78.33,2.69,,,,,,851.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
감자전분만두,179.0,,5.78,5.33,,27.11,0.67,,,,,,181.0,,,,,,,,,18.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
감자조림,137.5,,2.55,1.875,,27.5,3.94,,,,,,469.0,,,,,,,,,0.0,0.235,0.01,,3.0,,,2.0,1471000.0,2
감자죽,137.5,,4.165,0.5,,31.67,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
감자채볶음,69.0,,1.54,3.31,,8.46,0.77,,,,,,123.0,,,,,,,,,0.0,0.46,0.0,,3.0,,,2.0,1471000.0,2
감자채햄볶음,47.0,,2.57,1.75,,5.29,0.44,,,,,,162.0,,,,,,,,,4.92,0.36,0.0,,3.0,,,2.0,1471000.0,1
감자칼국수용,28.0,,0.83,0.18,,5.67,0.5,,,,,,236.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
감자콘샐러드,160.0,,1.0,12.0,,12.0,9.0,,,,,,220.0,,,,,,,,,10.0,2.5,0.0,,3.0,,,2.0,1471000.0,1
감자크림스프,154.5,,2.25,13.0,,7.5,1.25,,,,,,172.5,,,,,,,,,13.75,7.25,0.4,,3.0,,,2.0,1471000.0,2
감자크림파스타,85.0,,3.08,2.85,,11.54,2.31,,,,,,69.0,,,,,,,,,3.85,1.69,0.0,,3.0,,,2.0,1471000.0,1
감자탕,73.55555555555556,86.2,5.134444444444444,3.1244444444444444,1.18,6.199999999999999,0.4811111111111111,2.4,38.0,1.06,43.0,98.0,306.1111111111111,33.0,1.0,381.0,0.164,0.009,7.585,2.35,0.0,15.56777777777778,1.0811111111111111,0.01666666666666667,,3.0,,,1.8888888888888888,1471000.0,9
감자탕볶음밥,192.25,,5.3675,5.9125,,28.2625,1.8050000000000002,,,,,,436.25,,,,,,,,,9.095,0.895,0.0,,3.0,,,2.0,1471000.0,4
감자튀김,293.0,39.3,3.54,11.3,1.7,44.16,0.19,3.0,22.0,0.69,143.0,604.0,258.0,0.0,0.0,2.0,0.09,0.027,1.431,7.04,0.0,0.0,2.52,0.15,,1.0,,,1.0,1471000.0,1
감자한우죽,146.33333333333334,,10.08,4.933333333333334,,15.633333333333333,0.0,,,,,,19.666666666666668,,,,,,,,,28.25333333333333,1.6300000000000001,0.0,,3.0,,,2.0,1471000.0,3
감자한우죽밀키트,215.0,,9.23,4.46,,33.85,0.0,,,,,,15.0,,,,,,,,,23.08,1.38,0.0,,3.0,,,2.0,1471000.0,1
감칠맛소고기미역국,10.0,,1.0,0.0,,1.0,0.0,,,,,,190.0,,,,,,,,,2.0,0.2,0.0,,3.0,,,2.0,1471000.0,1
감태생참치김밥,160.0,,4.89,3.76,,26.32,2.63,,,,,,417.0,,,,,,,,,5.64,0.38,0.0,,3.0,,,2.0,1471000.0,1
갑오징어삼겹살볶음,192.0,,5.92,5.26,,30.26,0.66,,,,,,328.0,,,,,,,,,10.53,1.51,0.0,,3.0,,,2.0,1471000.0,1
갓김치,33.25,,2.465,0.725,,4.665,1.2925,2.4,92.0,0.7,,210.0,480.5,,,,,,,,0.0,0.2875,0.33,0.025,,3.0,,,2.0,1471000.0,4
갓김치참치마요,174.0,,4.08,5.44,,27.21,4.08,,,,,,622.0,,,,,,,,,8.16,0.88,0.0,,3.0,,,2.0,1471000.0,4
갓김치코다리찜,92.0,,13.13,2.28,,4.63,1.21,,,,,,665.0,,,,,,,,,27.9,0.71,0.0,,3.0,,,2.0,1471000.0,1
갓김치햄볶음밥,159.0,,4.08,4.08,,26.53,3.4,,,,,,618.0,,,,,,,,,8.16,1.29,0.0,,3.0,,,2.0,1471000.0,4
갓무대파김치,37.0,,3.26,0.4,,7.07,2.46,,,,,,720.0,,,,,,,,,0.0,0.08,0.01,,3.0,,,2.0,1471000.0,1
갓바위김치맛김,638.0,,20.0,54.0,,18.0,0.0,2.0,,,,,1100.0,,,,,,,,,0.0,6.0,0.0,,3.0,,,2.0,1471000.0,1
갓새우튀김,500.0,,20.0,27.5,,40.0,0.0,,,,,,575.0,,,,,,,,,212.5,2.0,0.0,,3.0,,,2.0,1471000.0,1
갓장아찌동치미국수,88.0,,2.27,1.75,,15.71,4.19,,,,,,645.0,,,,,,,,,12.56,0.26,0.0,,3.0,,,2.0,1471000.0,1
강남떡볶이,280.6666666666667,,6.489999999999999,2.8200000000000003,,57.1,4.883333333333334,,,,,,808.0,,,,,,,,,0.0,0.7333333333333334,0.0033333333333333335,,3.0,,,2.0,1471000.0,3
강남면옥갈비탕,32.0,,3.2,1.8,,0.7,0.2,,,,,,299.0,,,,,,,,,6.0,0.45,0.0,,3.0,,,2.0,1471000.0,1
강남면옥사골떡만두국,186.0,,5.59,4.35,,31.37,1.55,,,,,,547.0,,,,,,,,,6.21,1.4,0.0,,3.0,,,2.0,1471000.0,1
강된장덮밥,117.0,,3.77,0.77,,23.86,0.77,,,,,,326.0,,,,,,,,,0.0,0.32,0.0,,3.0,,,2.0,1471000.0,1
강된장덮밥소스,113.0,,6.05,5.08,,10.86,2.7,,,,,,434.0,,,,,,,,,49.67,0.97,0.0,,3.0,,,2.0,1471000.0,1
강된장버섯덮밥,113.0,,8.76,1.38,,16.13,2.76,,,,,,106.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
강된장비빔밥,124.0,,3.4,1.57,,25.1,1.37,,,,,,384.0,,,,,,,,,0.0,0.23,0.0,,3.0,,,2.0,1471000.0,1
강된장제육비빔밥,245.0,,6.7,4.38,,44.585,1.8,,,,,,1196.0,,,,,,,,,3.87,0.44,0.0,,3.0,,,2.0,1471000.0,2
강릉어묵,190.0,,10.25,3.85,,28.5,1.5,,,,,,744.0,,,,,,,,,18.85,0.75,0.0,,3.0,,,2.0,1471000.0,2
강릉옥수수스프,437.0,,6.67,16.67,,66.67,33.33,,,,,,2050.0,,,,,,,,,0.0,8.33,0.0,,3.0,,,2.0,1471000.0,1
강릉초당순두부우유,73.0,,2.33,3.33,,8.33,8.0,,,,,,105.0,,,,,,,,,13.33,2.0,0.1,,3.0,,,2.0,1471000.0,1
강성원우유,78.0,,4.0,4.6,,5.3,5.0,,135.0,,,,40.0,,,,,,,,,15.0,2.7,0.0,,3.0,,,2.0,1471000.0,1
강원곳간맛성비순대국,76.0,,3.17,4.98,,3.79,0.29,,,,,,259.0,,,,,,,,,12.86,1.52,0.0,,3.0,,,2.0,1471000.0,1
강원나물밥,173.5,,2.685,5.305,,28.78,0.105,,,,,,132.5,,,,,,,,,0.0,0.52,0.0,,3.0,,,2.0,1471000.0,2
강원도시골밥상,184.33333333333334,,3.65,3.1733333333333333,,35.23666666666667,0.6366666666666666,,,,,,229.0,,,,,,,,,0.0,0.2233333333333333,0.0,,3.0,,,2.0,1471000.0,3
강원도시래기비빔밥,159.0,,3.95,5.04,,24.34,4.61,,,,,,250.0,,,,,,,,,6.58,1.03,0.07,,3.0,,,2.0,1471000.0,1
강원도황기갈비탕,50.0,,5.0,1.9,,4.0,0.0,,,,,,320.0,,,,,,,,,5.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
강창구마라순대국,92.0,,5.88,5.5,,5.56,0.33,,,,,,366.0,,,,,,,,,30.87,1.86,0.03,,3.0,,,2.0,1471000.0,1
강창구순대만진순대국,87.0,,5.44,2.88,,9.95,0.71,,,,,,349.0,,,,,,,,,23.31,1.02,0.02,,3.0,,,2.0,1471000.0,1
강창구찹쌀진순대국,113.0,,9.25,6.3,,4.72,0.22,,,,,,275.0,,,,,,,,,39.22,2.05,0.03,,3.0,,,2.0,1471000.0,1
강창구토마토진순대국,91.0,,6.59,4.96,,4.98,1.15,,,,,,308.0,,,,,,,,,26.9,1.64,0.03,,3.0,,,2.0,1471000.0,1
강화섬건강연잎밥,223.0,,6.29,3.97,,40.57,0.39,,,,,,2.0,,,,,,,,,0.0,0.61,0.01,,3.0,,,2.0,1471000.0,1
강화섬쌀밥,153.0,,2.5,0.45,,34.5,0.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
강황버섯볶음밥과,160.5,,6.91,4.449999999999999,,23.105,2.41,,,,,,292.5,,,,,,,,,16.8,0.81,0.0,,3.0,,,2.0,1471000.0,2
강황쌀잡곡밥,172.0,,7.59,4.64,,25.32,3.38,,,,,,230.0,,,,,,,,,29.11,1.22,0.0,,3.0,,,2.0,1471000.0,1
강황쌀잡곡밥돈청양,160.0,,6.58,2.47,,30.86,2.06,,,,,,120.0,,,,,,,,,7.0,0.91,0.0,,3.0,,,2.0,1471000.0,1
강황쌀잡곡밥소불고기,155.0,,8.73,3.27,,22.18,2.18,,,,,,248.0,,,,,,,,,20.36,0.87,0.0,,3.0,,,2.0,1471000.0,1
강황쌀잡곡밥치즈,191.0,,10.69,5.52,,24.48,2.76,,,,,,196.0,,,,,,,,,19.66,2.41,0.69,,3.0,,,2.0,1471000.0,1
강황현미곤약찰밥,77.0,,2.67,0.8,,18.67,0.0,7.3,59.0,0.4,,27.0,72.0,,,,,,,,0.0,0.0,0.07,0.0,,3.0,,,2.0,1471000.0,1
개성교자만두,225.0,,8.0,9.0,,28.0,2.0,,,,,,300.0,,,,,,,,,15.0,3.0,0.0,,3.0,,,2.0,1471000.0,1
개성교자만두김치,230.0,,8.0,8.0,,31.0,3.0,,,,,,410.0,,,,,,,,,7.0,2.8,0.0,,3.0,,,2.0,1471000.0,1
개성국밥,179.0,,8.8,6.6,,20.95,1.9849999999999999,,,,,,336.0,,,,,,,,,49.95,4.5,0.07,,3.0,,,2.0,1471000.0,2
개성김치왕만두,195.0,,7.0,8.0,,24.0,3.0,,,,,,540.0,,,,,,,,,10.0,2.6,0.0,,3.0,,,2.0,1471000.0,1
개성물만두,225.0,,8.0,11.0,,23.0,3.0,,,,,,480.0,,,,,,,,,15.0,3.7,0.0,,3.0,,,2.0,1471000.0,1
개성물만두감자,170.0,,9.0,4.4,,24.0,2.0,,,,,,280.0,,,,,,,,,20.0,1.6,0.0,,3.0,,,2.0,1471000.0,1
개성수제만두,190.0,,8.5,11.0,,14.0,2.5,,,,,,360.0,,,,,,,,,15.0,3.5,0.0,,3.0,,,2.0,1471000.0,2
개성왕만두,295.0,,13.93,13.93,,28.93,4.29,,,,,,493.0,,,,,,,,,42.86,2.36,0.0,,3.0,,,2.0,1471000.0,1
개성왕새우만두,200.0,,6.0,10.0,,21.0,2.0,,,,,,490.0,,,,,,,,,30.0,3.1,0.0,,3.0,,,2.0,1471000.0,1
개성왕주꾸미만두,210.0,,6.0,10.0,,23.0,6.0,,,,,,580.0,,,,,,,,,35.0,4.0,0.0,,3.0,,,2.0,1471000.0,1
개성잡채군만두,185.0,,6.0,7.0,,25.0,4.0,,,,,,410.0,,,,,,,,,15.0,2.5,0.0,,3.0,,,2.0,1471000.0,1
개성제주돼지왕만두,190.0,,7.46,8.96,,20.15,3.73,,,,,,313.0,,,,,,,,,16.42,2.76,0.0,,3.0,,,2.0,1471000.0,1
갯골연잎왕만두,190.0,,10.0,6.0,,25.0,2.1,,,,,,335.0,,,,,,,,,3.0,2.2,0.0,,3.0,,,2.0,1471000.0,1
갯기름나물,48.0,84.21000000000001,3.781,0.5609999999999999,1.918,9.53,0.0,6.4,212.8,1.0070000000000001,84.1,420.1,4.3,170.5,0.0,2046.9,0.0402,0.4001,0.6625,29.573,0.0,0.0,0.131,0.0,0.0,1.0,,,1.0,1390803.0,10
갯벌바지락콩나물국,13.0,,1.01,0.14,,1.85,0.15,,,,,,151.0,,,,,,,,,0.0,0.02,0.0,,3.0,,,2.0,1471000.0,1
갯장어탕,36.0,,2.0,2.0,,1.0,1.0,,,,,,2.0,,,,,,,,,3.0,0.28,0.0,,3.0,,,2.0,1471000.0,1
거금도미역국밥,158.0,,3.89,6.11,,21.67,1.11,,,,,,506.0,,,,,,,,,8.33,1.67,0.0,,3.0,,,2.0,1471000.0,1
거기가추어탕,43.0,,3.57,1.78,,3.29,0.22,,,,,,258.0,,,,,,,,,19.07,0.27,0.0,,3.0,,,2.0,1471000.0,1
건가지나물,67.0,,2.04,2.82,,8.27,1.86,,,,,,361.0,,,,,,,,,0.0,0.31,0.0,,3.0,,,2.0,1471000.0,1
건강생각소시지랑,265.0,,7.0,13.0,,30.0,1.0,,,,,,370.0,,,,,,,,,20.0,4.4,0.0,,3.0,,,2.0,1471000.0,1
건강식단참치밥바,171.0,,4.97,3.41,,30.03,5.57,,,,,,292.0,,,,,,,,,1.61,0.76,0.01,,3.0,,,2.0,1471000.0,1
건강한귀리우유,73.0,,1.82,3.18,,9.09,9.09,,,,,,64.0,,,,,,,,,6.82,2.23,0.0,,3.0,,,2.0,1471000.0,1
건강한딸기딸기우유,73.0,,1.82,2.09,,11.82,11.36,,,,,,64.0,,,,,,,,,6.82,1.55,0.0,,3.0,,,2.0,1471000.0,1
건강한바나바나우유,77.0,,2.27,2.14,,12.27,12.27,,,,,,61.0,,,,,,,,,6.82,1.55,0.0,,3.0,,,2.0,1471000.0,1
건강한복령타락죽,60.0,,2.1,1.7,,8.7,2.1,,,,,,127.0,,,,,,,,,4.9,1.1,0.0,,3.0,,,2.0,1471000.0,1
건강한사탕수수우유,82.0,,1.82,3.64,,10.45,9.09,,,,,,55.0,,,,,,,,,9.09,2.73,0.0,,3.0,,,2.0,1471000.0,1
건강한장어탕,40.0,,2.8,0.86,,5.2,1.0,,,,,,208.0,,,,,,,,,15.0,0.56,0.0,,3.0,,,2.0,1471000.0,1
건강한차돌된장찌개,41.0,,2.3,2.2,,2.9,0.6,,,,,,205.0,,,,,,,,,4.0,0.6,0.0,,3.0,,,2.0,1471000.0,1
건강현미밥바,177.8,,6.8016,3.0164,,31.3768,1.2164000000000001,5.6,,,,,160.36,,,,,,,,,12.5692,0.4664,0.0,,3.0,,,2.0,1471000.0,25
건곤드레나물볶음,80.0,,4.39,3.48,,7.67,0.0,,,,,,558.0,,,,,,,,,0.0,0.28,0.0,,3.0,,,2.0,1471000.0,1
건곤드레밥,145.0,,2.29,4.2,,24.43,0.0,,,,,,412.0,,,,,,,,,0.0,0.53,0.0,,3.0,,,2.0,1471000.0,1
건국,65.0,,3.5,3.265,,5.2975,4.2975,,142.5,,,,52.5,55.0,,,0.078,,0.944,,0.94,12.565,1.9849999999999999,0.0,,3.0,,,2.0,1471000.0,4
건국다크초코렛우유,75.0,,1.75,3.0,,10.5,10.0,,,,,,53.0,,,,,,,,,6.0,1.7,0.0,,3.0,,,2.0,1471000.0,1
건국딸기과즙우유,70.0,,2.0,2.0,,11.0,11.0,,,,,,40.0,,,,,,,,,7.5,1.1,0.0,,3.0,,,2.0,1471000.0,1
건국목장,65.0,,3.0,3.8,,4.6,4.6,,100.0,,,,50.0,,,,,,,,,15.0,2.7,0.0,,3.0,,,2.0,1471000.0,1
건국비타민우유,65.0,,3.11,3.78,,4.67,4.67,,,,,,50.0,,,,,,,,,15.11,2.22,0.0,,3.0,,,2.0,1471000.0,1
건국아이밀크꼬끼우,65.0,,3.11,3.78,,4.67,4.67,,,,,,50.0,,,,,,,,,15.11,2.22,0.0,,3.0,,,2.0,1471000.0,1
건국오메가수,64.0,,3.33,3.61,,4.44,4.44,,,,,,50.0,,,,,,,,,13.89,2.33,0.0,,3.0,,,2.0,1471000.0,1
건국요구르트,54.5,,1.54,0.0,,12.31,10.77,,,,,,15.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
건국우유,59.333333333333336,,3.0,3.1999999999999997,,4.603333333333333,4.603333333333333,,100.0,,,,50.0,,,,,,,,,12.5,1.9266666666666667,0.0,,3.0,,,2.0,1471000.0,3
건국치즈,294.1666666666667,,24.766666666666666,20.333333333333332,,2.2333333333333334,0.5833333333333334,,,,,,456.6666666666667,,,,,,,,,37.666666666666664,13.0,0.2833333333333333,,3.0,,,2.0,1471000.0,6
건국치즈하모니,290.0,,21.2,20.57,,5.1,0.3,,,,,,471.0,,,,,,,,,26.6,12.6,0.0,,3.0,,,2.0,1471000.0,2
건국하이요,88.33333333333333,,3.11,2.2466666666666666,,13.24,12.083333333333334,,119.66666666666667,,,,58.666666666666664,,,,,,,,1.88,12.270000000000001,1.3800000000000001,0.0,,3.0,,,2.0,1471000.0,3
건국하이요딸기,83.0,,3.33,2.0,,13.33,10.0,,,,,,56.0,,,,,,,,,11.11,1.33,0.0,,3.0,,,2.0,1471000.0,2
건국하이요복숭아,83.0,,3.33,2.11,,13.33,10.0,,,,,,56.0,,,,,,,,,11.11,1.33,0.0,,3.0,,,2.0,1471000.0,2
건국하이요블루베리,89.0,,3.33,1.67,,14.44,11.11,,,,,,56.0,,,,,,,,,11.11,1.11,0.0,,3.0,,,2.0,1471000.0,2
건국하이요플레인,78.0,,3.33,2.11,,11.11,10.0,,,,,,61.0,,,,,,,,,11.11,1.33,0.0,,3.0,,,2.0,1471000.0,1
건국헬스플러스무지방,31.0,,3.11,0.0,,4.640000000000001,4.640000000000001,,,,,,50.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
건국헬스플러스저지방,38.0,,3.11,0.8,,4.67,4.58,,,,,,50.0,,,,,,,,,2.44,0.4,0.0,,3.0,,,2.0,1471000.0,1
건나물,115.0,,3.0,5.0,,13.0,6.0,,,,,,588.0,,,,,,,,,2.0,0.9,0.0,,3.0,,,2.0,1471000.0,1
건새우볶음,286.0,,44.36666666666667,9.633333333333333,,10.266666666666667,9.366666666666667,,,,,,1052.6666666666667,,,,,,,,,268.31666666666666,1.1666666666666667,0.39999999999999997,,3.0,,,2.0,1471000.0,3
건새우부추전,102.0,,7.2,0.72,,16.6,1.8,,,,,,208.0,,,,,,,,,36.0,0.4,0.0,,3.0,,,2.0,1471000.0,1
건새우시금치된장국,25.5,,2.295,0.26,,3.5549999999999997,1.275,,,,,,665.0,,,,,,,,,1.56,0.015,0.0,,3.0,,,2.0,1471000.0,2
